code_type;code_commune;geo point;geo shape;infobulle;nom;ligne;en_service;couvert;etiquette;num_sation;nb_bornettes;rue;mot_directeur;No;locations_2016;nb_places
6;;43.661653458832596, 1.476049616634589;"{""coordinates"": [[1.476049616634589, 43.661653458832596]], ""type"": ""MultiPoint""}";"Arrêt: Côte de Cornaudric
40 SC10";Côte de Cornaudric;40 SC10;;;;;;;;;;
6;;43.692278406585935, 1.504563566140606;"{""coordinates"": [[1.504563566140606, 43.692278406585935]], ""type"": ""MultiPoint""}";"Arrêt: Cabanis
76 SC13 SC14 SC16 SC19 SC20";Cabanis;76 SC13 SC14 SC16 SC19 SC20;;;;;;;;;;
2;;43.59737455931144, 1.3282050707319006;"{""coordinates"": [[1.328205070731901, 43.59737455931144]], ""type"": ""MultiPoint""}";"Arrêt: Cabirol
21";Cabirol;21;;;;;;;;;;
11;;43.676599001942535, 1.322232325067766;"{""coordinates"": [[1.322232325067766, 43.676599001942535]], ""type"": ""MultiPoint""}";"Arrêt: Cague L'Oule
170 171 71";Cague L'Oule;170 171 71;;;;;;;;;;
9;;43.46046179848921, 1.3972015863602476;"{""coordinates"": [[1.397201586360248, 43.46046179848921]], ""type"": ""MultiPoint""}";"Arrêt: Cailhabat
316";Cailhabat;316;;;;;;;;;;
2;;43.559013511938105, 1.306923678524249;"{""coordinates"": [[1.306923678524249, 43.559013511938105]], ""type"": ""MultiPoint""}";"Arrêt: Camélias
67";Camélias;67;;;;;;;;;;
3;;43.6112680999981, 1.3371812485083656;"{""coordinates"": [[1.337181248508366, 43.6112680999981]], ""type"": ""MultiPoint""}";"Arrêt: Cantal
151 21 75";Cantal;151 21 75;;;;;;;;;;
9;;43.614650059141745, 1.5628074310197457;"{""coordinates"": [[1.562807431019746, 43.614650059141745]], ""type"": ""MultiPoint""}";"Arrêt: Cantalauze
102 106";Cantalauze;102 106;;;;;;;;;;
11;;43.669524072969246, 1.2832699707830915;"{""coordinates"": [[1.283269970783091, 43.669524072969246]], ""type"": ""MultiPoint""}";"Arrêt: Cantegril
171 74 75";Cantegril;171 74 75;;;;;;;;;;
13;;43.688932718918366, 1.520995101528987;"{""coordinates"": [[1.520995101528987, 43.688932718918366]], ""type"": ""MultiPoint""}";"Arrêt: Carrière
SC19 SC20";Carrière;SC19 SC20;;;;;;;;;;
3;;43.516983384326885, 1.5023143690637852;"{""coordinates"": [[1.502314369063785, 43.516983384326885]], ""type"": ""MultiPoint""}";"Arrêt: Castanet République
109 L06";Castanet République;109 L06;;;;;;;;;;
6;;43.59419207248541, 1.401756689956119;"{""coordinates"": [[1.401756689956119, 43.59419207248541]], ""type"": ""MultiPoint""}";"Arrêt: Casteret
L02 SC03";Casteret;L02 SC03;;;;;;;;;;
2;;43.56847423077286, 1.4569839242327742;"{""coordinates"": [[1.456983924232774, 43.56847423077286]], ""type"": ""MultiPoint""}";"Arrêt: Caubère
34";Caubère;34;;;;;;;;;;
9;;43.65070910323035, 1.461036404653756;"{""coordinates"": [[1.461036404653756, 43.65070910323035]], ""type"": ""MultiPoint""}";"Arrêt: Château
114";Château;114;;;;;;;;;;
2;;43.55392373536823, 1.5241800167827422;"{""coordinates"": [[1.524180016782742, 43.55392373536823]], ""type"": ""MultiPoint""}";"Arrêt: Chênaie
78";Chênaie;78;;;;;;;;;;
2;;43.51023109903329, 1.3269126560020574;"{""coordinates"": [[1.326912656002057, 43.51023109903329]], ""type"": ""MultiPoint""}";"Arrêt: Chêne Vert
58";Chêne Vert;58;;;;;;;;;;
2;;43.66091220781227, 1.4390978881046668;"{""coordinates"": [[1.439097888104667, 43.66091220781227]], ""type"": ""MultiPoint""}";"Arrêt: Ch. des Izards
60";Ch. des Izards;60;;;;;;;;;;
3;;43.50994248686801, 1.503637803921375;"{""coordinates"": [[1.503637803921375, 43.50994248686801]], ""type"": ""MultiPoint""}";"Arrêt: Ch. du Carrelet
109 81 L06";Ch. du Carrelet;109 81 L06;;;;;;;;;;
15;;43.505901368958064, 1.4490700686544875;"{""coordinates"": [[1.449070068654488, 43.505901368958064]], ""type"": ""MultiPoint""}";"Arrêt: Ch. du Roucat
119";Ch. du Roucat;119;;;;;;;;;;
2;;43.63942609722392, 1.4443622913878702;"{""coordinates"": [[1.44436229138787, 43.63942609722392]], ""type"": ""MultiPoint""}";"Arrêt: Chamois
41";Chamois;41;;;;;;;;;;
2;;43.56335297779603, 1.5173730723629046;"{""coordinates"": [[1.517373072362905, 43.56335297779603]], ""type"": ""MultiPoint""}";"Arrêt: Champs Pinsons
L09";Champs Pinsons;L09;;;;;;;;;;
9;;43.562773358399475, 1.518650553605938;"{""coordinates"": [[1.518650553605938, 43.562773358399475]], ""type"": ""MultiPoint""}";"Arrêt: Champs Pinsons
201";Champs Pinsons;201;;;;;;;;;;
9;;43.63165106348627, 1.4155823871790643;"{""coordinates"": [[1.415582387179064, 43.63165106348627]], ""type"": ""MultiPoint""}";"Arrêt: Chantelle
132";Chantelle;132;;;;;;;;;;
2;;43.57706217172764, 1.4429574356948653;"{""coordinates"": [[1.442957435694865, 43.57706217172764]], ""type"": ""MultiPoint""}";"Arrêt: Charbonnière
54";Charbonnière;54;;;;;;;;;;
6;;43.66806621550699, 1.5114312371184402;"{""coordinates"": [[1.51143123711844, 43.66806621550699]], ""type"": ""MultiPoint""}";"Arrêt: Charlary
68 SC13 SC14";Charlary;68 SC13 SC14;;;;;;;;;;
3;;43.62835959729075, 1.4285104011708256;"{""coordinates"": [[1.428510401170826, 43.62835959729075]], ""type"": ""MultiPoint""}";"Arrêt: Chaussas
110 41";Chaussas;110 41;;;;;;;;;;
9;;43.52222500023759, 1.279129994720196;"{""coordinates"": [[1.279129994720196, 43.52222500023759]], ""type"": ""MultiPoint""}";"Arrêt: Chemin Du Raisin
315";Chemin Du Raisin;315;;;;;;;;;;
9;;43.50412086881339, 1.3030421801220708;"{""coordinates"": [[1.303042180122071, 43.50412086881339]], ""type"": ""MultiPoint""}";"Arrêt: Chemin des Enlucs
315";Chemin des Enlucs;315;;;;;;;;;;
2;;43.56219889628796, 1.4068049584159132;"{""coordinates"": [[1.406804958415913, 43.56219889628796]], ""type"": ""MultiPoint""}";"Arrêt: Cheverry
L04";Cheverry;L04;;;;;;;;;;
10;;43.6439868360295, 1.458381427307181;"{""coordinates"": [[1.458381427307181, 43.6439868360295]], ""type"": ""MultiPoint""}";"Arrêt: Chopin
114 SC02";Chopin;114 SC02;;;;;;;;;;
9;;43.49660494964388, 1.3709244025996592;"{""coordinates"": [[1.370924402599659, 43.49660494964388]], ""type"": ""MultiPoint""}";"Arrêt: Cimetière Roquettes
317";Cimetière Roquettes;317;;;;;;;;;;
2;;43.61423634524563, 1.411256938416464;"{""coordinates"": [[1.411256938416464, 43.61423634524563]], ""type"": ""MultiPoint""}";"Arrêt: Cité Madrid
70 L01";Cité Madrid;70 L01;;;;;;;;;;
13;;43.69546727085608, 1.4719402555417704;"{""coordinates"": [[1.47194025554177, 43.69546727085608]], ""type"": ""MultiPoint""}";"Arrêt: Cité des Pins
SC22";Cité des Pins;SC22;;;;;;;;;;
2;;43.58744208197631, 1.3468628203002486;"{""coordinates"": [[1.346862820300249, 43.58744208197631]], ""type"": ""MultiPoint""}";"Arrêt: Clément Ader
63";Clément Ader;63;;;;;;;;;;
2;;43.54012790206786, 1.409791664271181;"{""coordinates"": [[1.409791664271181, 43.54012790206786]], ""type"": ""MultiPoint""}";"Arrêt: Claire Fontaine
50 L05";Claire Fontaine;50 L05;;;;;;;;;;
9;;43.446991378956504, 1.516976302195291;"{""coordinates"": [[1.516976302195291, 43.446991378956504]], ""type"": ""MultiPoint""}";"Arrêt: Claverie
202";Claverie;202;;;;;;;;;;
9;;43.5978929148315, 1.3398359781444682;"{""coordinates"": [[1.339835978144468, 43.5978929148315]], ""type"": ""MultiPoint""}";"Arrêt: Clinique Des Pyrénées
32";Clinique Des Pyrénées;32;;;;;;;;;;
9;;43.466494588308215, 1.337359175243457;"{""coordinates"": [[1.337359175243457, 43.466494588308215]], ""type"": ""MultiPoint""}";"Arrêt: Clinique Occitanie
305";Clinique Occitanie;305;;;;;;;;;;
6;;43.66983999306163, 1.5157599978565428;"{""coordinates"": [[1.515759997856543, 43.66983999306163]], ""type"": ""MultiPoint""}";"Arrêt: Clos du Loup
68 SC12";Clos du Loup;68 SC12;;;;;;;;;;
9;;43.59073202498739, 1.5651928604646954;"{""coordinates"": [[1.565192860464695, 43.59073202498739]], ""type"": ""MultiPoint""}";"Arrêt: Collège Flourens
106 107";Collège Flourens;106 107;;;;;;;;;;
9;;43.64599350369428, 1.3809287196032514;"{""coordinates"": [[1.380928719603251, 43.64599350369428]], ""type"": ""MultiPoint""}";"Arrêt: Collège Mermoz
74";Collège Mermoz;74;;;;;;;;;;
9;;43.51225382092087, 1.1844355685184322;"{""coordinates"": [[1.184435568518432, 43.51225382092087]], ""type"": ""MultiPoint""}";"Arrêt: Collège St Lys
315";Collège St Lys;315;;;;;;;;;;
3;;43.617332469410506, 1.308786351494421;"{""coordinates"": [[1.308786351494421, 43.617332469410506]], ""type"": ""MultiPoint""}";"Arrêt: Colomiers Lycée International
150 151 L02";Colomiers Lycée International;150 151 L02;;;;;;;;;;
2;;43.63533163420407, 1.4649445787123283;"{""coordinates"": [[1.464944578712328, 43.63533163420407]], ""type"": ""MultiPoint""}";"Arrêt: Colonel Rémy
19";Colonel Rémy;19;;;;;;;;;;
9;;43.453735013605296, 1.3929749537560336;"{""coordinates"": [[1.392974953756034, 43.453735013605296]], ""type"": ""MultiPoint""}";"Arrêt: Comminges
316";Comminges;316;;;;;;;;;;
2;;43.610337546369365, 1.4352947462305712;"{""coordinates"": [[1.435294746230571, 43.610337546369365]], ""type"": ""MultiPoint""}";"Arrêt: Compans-Caffarelli
14 45 63 L01";Compans-Caffarelli;14 45 63 L01;;;;;;;;;;
6;;43.660253691538514, 1.4479217974103022;"{""coordinates"": [[1.447921797410302, 43.660253691538514]], ""type"": ""MultiPoint""}";"Arrêt: Condorcet
26 SC33 SC34";Condorcet;26 SC33 SC34;;;;;;;;;;
6;;43.58315050707981, 1.3774752626139213;"{""coordinates"": [[1.377475262613921, 43.58315050707981]], ""type"": ""MultiPoint""}";"Arrêt: Corneillan
46 67 SC03 SC29";Corneillan;46 67 SC03 SC29;;;;;;;;;;
3;;43.58137117768687, 1.4854257495272885;"{""coordinates"": [[1.485425749527288, 43.58137117768687]], ""type"": ""MultiPoint""}";"Arrêt: Corraze
51 L08";Corraze;51 L08;;;;;;;;;;
9;;43.59451915832046, 1.5709379634301073;"{""coordinates"": [[1.570937963430107, 43.59451915832046]], ""type"": ""MultiPoint""}";"Arrêt: Coupette
103 106 107";Coupette;103 106 107;;;;;;;;;;
2;;43.536638830344216, 1.3350602061321135;"{""coordinates"": [[1.335060206132114, 43.536638830344216]], ""type"": ""MultiPoint""}";"Arrêt: Couserans
321 87";Couserans;321 87;;;;;;;;;;
2;;43.58356474067941, 1.4930384574865285;"{""coordinates"": [[1.493038457486529, 43.58356474067941]], ""type"": ""MultiPoint""}";"Arrêt: Couzinet
37";Couzinet;37;;;;;;;;;;
2;;43.58814603895275, 1.459153272107166;"{""coordinates"": [[1.459153272107166, 43.58814603895275]], ""type"": ""MultiPoint""}";"Arrêt: Crampel
L09";Crampel;L09;;;;;;;;;;
2;;43.634020722452526, 1.463435485225041;"{""coordinates"": [[1.463435485225041, 43.634020722452526]], ""type"": ""MultiPoint""}";"Arrêt: Croix-Daurade
L09";Croix-Daurade;L09;;;;;;;;;;
3;;43.670009954035145, 1.3684176120273221;"{""coordinates"": [[1.368417612027322, 43.670009954035145]], ""type"": ""MultiPoint""}";"Arrêt: Ctre Cial Beauzelle
70 71";Ctre Cial Beauzelle;70 71;;;;;;;;;;
2;;43.514694835411206, 1.5585298905975038;"{""coordinates"": [[1.558529890597504, 43.514694835411206]], ""type"": ""MultiPoint""}";"Arrêt: Ctre Cial Escalquens
79 80";Ctre Cial Escalquens;79 80;;;;;;;;;;
2;;43.549261574083424, 1.5060699098603179;"{""coordinates"": [[1.506069909860318, 43.549261574083424]], ""type"": ""MultiPoint""}";"Arrêt: Ctre Cial Labège
79";Ctre Cial Labège;79;;;;;;;;;;
6;;43.53575702623852, 1.3457900769084554;"{""coordinates"": [[1.345790076908455, 43.53575702623852]], ""type"": ""MultiPoint""}";"Arrêt: Cugnala
L11 SC42";Cugnala;L11 SC42;;;;;;;;;;
2;;43.58943853549122, 1.421848927313019;"{""coordinates"": [[1.421848927313019, 43.58943853549122]], ""type"": ""MultiPoint""}";"Arrêt: Déodat de Séverac
34";Déodat de Séverac;34;;;;;;;;;;
2;;43.529681515176705, 1.3277493473669777;"{""coordinates"": [[1.327749347366978, 43.529681515176705]], ""type"": ""MultiPoint""}";"Arrêt: Densus
321 87";Densus;321 87;;;;;;;;;;
9;;43.625641912879935, 1.3829244972171344;"{""coordinates"": [[1.382924497217134, 43.625641912879935]], ""type"": ""MultiPoint""}";"Arrêt: Dewoitine
31";Dewoitine;31;;;;;;;;;;
6;;43.69273074531294, 1.5091679261344637;"{""coordinates"": [[1.509167926134464, 43.69273074531294]], ""type"": ""MultiPoint""}";"Arrêt: Domaniaux
76 SC19 SC20";Domaniaux;76 SC19 SC20;;;;;;;;;;
9;;43.63437006148315, 1.3766746342125789;"{""coordinates"": [[1.376674634212579, 43.63437006148315]], ""type"": ""MultiPoint""}";"Arrêt: Doret
30";Doret;30;;;;;;;;;;
3;;43.46818830702792, 1.3284941208028267;"{""coordinates"": [[1.328494120802827, 43.46818830702792]], ""type"": ""MultiPoint""}";"Arrêt: Douzans
117 305 58";Douzans;117 305 58;;;;;;;;;;
9;;43.591855257244106, 1.2937508587165396;"{""coordinates"": [[1.29375085871654, 43.591855257244106]], ""type"": ""MultiPoint""}";"Arrêt: Dr Charcot
55";Dr Charcot;55;;;;;;;;;;
9;;43.49949969489209, 1.5150209351782826;"{""coordinates"": [[1.515020935178283, 43.49949969489209]], ""type"": ""MultiPoint""}";"Arrêt: Ducharme
205";Ducharme;205;;;;;;;;;;
2;;43.59061087921467, 1.4523616351060717;"{""coordinates"": [[1.452361635106072, 43.59061087921467]], ""type"": ""MultiPoint""}";"Arrêt: Duméril
44";Duméril;44;;;;;;;;;;
2;;43.56459089956717, 1.4781929819076463;"{""coordinates"": [[1.478192981907646, 43.56459089956717]], ""type"": ""MultiPoint""}";"Arrêt: ENAC
27 37 78";ENAC;27 37 78;;;;;;;;;;
9;;43.419204682036224, 1.3725250936915698;"{""coordinates"": [[1.37252509369157, 43.419204682036224]], ""type"": ""MultiPoint""}";"Arrêt: Eaunes Zac Du Mandarin
314";Eaunes Zac Du Mandarin;314;;;;;;;;;;
6;;43.643087797878145, 1.4614619494359116;"{""coordinates"": [[1.461461949435912, 43.643087797878145]], ""type"": ""MultiPoint""}";"Arrêt: Ebelot
33 40 73 SC02";Ebelot;33 40 73 SC02;;;;;;;;;;
15;;43.48087164661765, 1.4537817355797433;"{""coordinates"": [[1.453781735579743, 43.48087164661765]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Aureville
119";Ecole Aureville;119;;;;;;;;;;
2;;43.59489097327012, 1.3820540773142849;"{""coordinates"": [[1.382054077314285, 43.59489097327012]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Police et Cadastre
46";Ecole Police et Cadastre;46;;;;;;;;;;
2;;43.598940788887866, 1.3838008665730468;"{""coordinates"": [[1.383800866573047, 43.598940788887866]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Vétérinaire
46";Ecole Vétérinaire;46;;;;;;;;;;
2;;43.643647232773894, 1.4556364700331306;"{""coordinates"": [[1.455636470033131, 43.643647232773894]], ""type"": ""MultiPoint""}";"Arrêt: Edmond Rostand
33 42";Edmond Rostand;33 42;;;;;;;;;;
4;;43.692212042145485, 1.4201982913812357;"{""coordinates"": [[1.420198291381236, 43.692212042145485]], ""type"": ""MultiPoint""}";"Arrêt: Egalité
113 69 L10 SC36 SC41";Egalité;113 69 L10 SC36 SC41;;;;;;;;;;
4;;43.6830185479656, 1.383872173116768;"{""coordinates"": [[1.383872173116768, 43.6830185479656]], ""type"": ""MultiPoint""}";"Arrêt: Eglise Fenouillet
113 59 SC32";Eglise Fenouillet;113 59 SC32;;;;;;;;;;
2;;43.54846735432961, 1.454626274666339;"{""coordinates"": [[1.454626274666339, 43.54846735432961]], ""type"": ""MultiPoint""}";"Arrêt: Eglise Pouvourville
54";Eglise Pouvourville;54;;;;;;;;;;
9;;43.605270485454454, 1.3264805256001087;"{""coordinates"": [[1.326480525600109, 43.605270485454454]], ""type"": ""MultiPoint""}";"Arrêt: En Sigal
55";En Sigal;55;;;;;;;;;;
2;;43.66771813070355, 1.3750260968476844;"{""coordinates"": [[1.375026096847684, 43.66771813070355]], ""type"": ""MultiPoint""}";"Arrêt: Erables
70";Erables;70;;;;;;;;;;
15;;43.55750725937835, 1.4411798819985782;"{""coordinates"": [[1.441179881998578, 43.55750725937835]], ""type"": ""MultiPoint""}";"Arrêt: Escagarol
119";Escagarol;119;;;;;;;;;;
13;;43.69924088277401, 1.371921464373787;"{""coordinates"": [[1.371921464373787, 43.69924088277401]], ""type"": ""MultiPoint""}";"Arrêt: Espace Garonne
SC32";Espace Garonne;SC32;;;;;;;;;;
9;;43.45850813754523, 1.5751212562094137;"{""coordinates"": [[1.575121256209414, 43.45850813754523]], ""type"": ""MultiPoint""}";"Arrêt: Esplanade
205";Esplanade;205;;;;;;;;;;
3;;43.46783937769305, 1.331263143973077;"{""coordinates"": [[1.331263143973077, 43.46783937769305]], ""type"": ""MultiPoint""}";"Arrêt: Europe
301 58";Europe;301 58;;;;;;;;;;
9;;43.64898294428313, 1.4633636761466586;"{""coordinates"": [[1.463363676146659, 43.64898294428313]], ""type"": ""MultiPoint""}";"Arrêt: Félibres
114";Félibres;114;;;;;;;;;;
9;;43.59594239008172, 1.4464227341672171;"{""coordinates"": [[1.446422734167217, 43.59594239008172]], ""type"": ""MultiPoint""}";"Arrêt: Féral
NCV";Féral;NCV;;;;;;;;;;
9;;43.59660185326083, 1.3591065852118722;"{""coordinates"": [[1.359106585211872, 43.59660185326083]], ""type"": ""MultiPoint""}";"Arrêt: Fabre d'Eglantine
25";Fabre d'Eglantine;25;;;;;;;;;;
2;;43.5613865780085, 1.456796709947852;"{""coordinates"": [[1.456796709947852, 43.5613865780085]], ""type"": ""MultiPoint""}";"Arrêt: Faculté de Médecine
54";Faculté de Médecine;54;;;;;;;;;;
2;;43.567699625691056, 1.4642871860924038;"{""coordinates"": [[1.464287186092404, 43.567699625691056]], ""type"": ""MultiPoint""}";"Arrêt: Faculté de Pharmacie
44 78";Faculté de Pharmacie;44 78;;;;;;;;;;
9;;43.583112005404764, 1.3064007949265262;"{""coordinates"": [[1.306400794926526, 43.583112005404764]], ""type"": ""MultiPoint""}";"Arrêt: Fanjeau
121";Fanjeau;121;;;;;;;;;;
4;;43.68452446596783, 1.3819147863475993;"{""coordinates"": [[1.381914786347599, 43.68452446596783]], ""type"": ""MultiPoint""}";"Arrêt: Fenouillet Croix
113 59 SC32";Fenouillet Croix;113 59 SC32;;;;;;;;;;
9;;43.64457429608599, 1.4570941808706035;"{""coordinates"": [[1.457094180870603, 43.64457429608599]], ""type"": ""MultiPoint""}";"Arrêt: Florence Arthaud
114";Florence Arthaud;114;;;;;;;;;;
2;;43.681383207511296, 1.4350299092741103;"{""coordinates"": [[1.43502990927411, 43.681383207511296]], ""type"": ""MultiPoint""}";"Arrêt: Fonbeauzard Mermoz
29";Fonbeauzard Mermoz;29;;;;;;;;;;
2;;43.56160544717059, 1.518487551243807;"{""coordinates"": [[1.518487551243807, 43.56160544717059]], ""type"": ""MultiPoint""}";"Arrêt: Fondargent
78";Fondargent;78;;;;;;;;;;
3;;43.60886706454031, 1.3546272857130717;"{""coordinates"": [[1.354627285713072, 43.60886706454031]], ""type"": ""MultiPoint""}";"Arrêt: Fontaine
25 63 L02";Fontaine;25 63 L02;;;;;;;;;;
2;;43.58028371067702, 1.4662602462791272;"{""coordinates"": [[1.466260246279127, 43.58028371067702]], ""type"": ""MultiPoint""}";"Arrêt: Fontainebleau
27";Fontainebleau;27;;;;;;;;;;
2;;43.59999197184053, 1.4202174576491948;"{""coordinates"": [[1.420217457649195, 43.59999197184053]], ""type"": ""MultiPoint""}";"Arrêt: Fontaines
66";Fontaines;66;;;;;;;;;;
2;;43.498581670173735, 1.3093585634104503;"{""coordinates"": [[1.30935856341045, 43.498581670173735]], ""type"": ""MultiPoint""}";"Arrêt: Forgues
58";Forgues;58;;;;;;;;;;
2;;43.541113350985746, 1.4126840298877896;"{""coordinates"": [[1.41268402988779, 43.541113350985746]], ""type"": ""MultiPoint""}";"Arrêt: Frênes
50 L05";Frênes;50 L05;;;;;;;;;;
2;;43.68607227035508, 1.4871093354986358;"{""coordinates"": [[1.487109335498636, 43.68607227035508]], ""type"": ""MultiPoint""}";"Arrêt: Frosines
33";Frosines;33;;;;;;;;;;
4;;43.68777929157243, 1.4160301709484615;"{""coordinates"": [[1.416030170948462, 43.68777929157243]], ""type"": ""MultiPoint""}";"Arrêt: Gafelaze
113 L10 SC36";Gafelaze;113 L10 SC36;;;;;;;;;;
2;;43.71908432950587, 1.4437774016922855;"{""coordinates"": [[1.443777401692286, 43.71908432950587]], ""type"": ""MultiPoint""}";"Arrêt: Galaup
33";Galaup;33;;;;;;;;;;
3;;43.57315723416517, 1.4242491596488076;"{""coordinates"": [[1.424249159648808, 43.57315723416517]], ""type"": ""MultiPoint""}";"Arrêt: Gallieni
152 L05";Gallieni;152 L05;;;;;;;;;;
2;;43.54965034449898, 1.5356847303211754;"{""coordinates"": [[1.535684730321175, 43.54965034449898]], ""type"": ""MultiPoint""}";"Arrêt: Gameville
78";Gameville;78;;;;;;;;;;
9;;43.4805333866568, 1.3991369674446448;"{""coordinates"": [[1.399136967444645, 43.4805333866568]], ""type"": ""MultiPoint""}";"Arrêt: Gare Pins Justaret
311 316";Gare Pins Justaret;311 316;;;;;;;;;;
2;;43.57972509657732, 1.4843524799570673;"{""coordinates"": [[1.484352479957067, 43.57972509657732]], ""type"": ""MultiPoint""}";"Arrêt: Garin
23";Garin;23;;;;;;;;;;
15;;43.51819918532623, 1.4461479090622475;"{""coordinates"": [[1.446147909062248, 43.51819918532623]], ""type"": ""MultiPoint""}";"Arrêt: Gentis
119";Gentis;119;;;;;;;;;;
9;;43.581539348463885, 1.2966974327334626;"{""coordinates"": [[1.296697432733463, 43.581539348463885]], ""type"": ""MultiPoint""}";"Arrêt: Gibecière
121";Gibecière;121;;;;;;;;;;
9;;43.62856797421881, 1.541267665971045;"{""coordinates"": [[1.541267665971045, 43.62856797421881]], ""type"": ""MultiPoint""}";"Arrêt: Ginestière
102 106";Ginestière;102 106;;;;;;;;;;
3;;43.56371417672219, 1.4253219764495233;"{""coordinates"": [[1.425321976449523, 43.56371417672219]], ""type"": ""MultiPoint""}";"Arrêt: Gironis - Mémorial AZF
13 152 L05";Gironis - Mémorial AZF;13 152 L05;;;;;;;;;;
3;;43.589058377990824, 1.4716893031721616;"{""coordinates"": [[1.471689303172162, 43.589058377990824]], ""type"": ""MultiPoint""}";"Arrêt: Glaïeuls
51 L08";Glaïeuls;51 L08;;;;;;;;;;
6;;43.64616614733216, 1.4260515371673537;"{""coordinates"": [[1.426051537167354, 43.64616614733216]], ""type"": ""MultiPoint""}";"Arrêt: Glacière
15 59 SC32";Glacière;15 59 SC32;;;;;;;;;;
2;;43.693731643851734, 1.4831643912416257;"{""coordinates"": [[1.483164391241626, 43.693731643851734]], ""type"": ""MultiPoint""}";"Arrêt: Glycines
33";Glycines;33;;;;;;;;;;
15;;43.52182502637954, 1.439861595190105;"{""coordinates"": [[1.439861595190105, 43.52182502637954]], ""type"": ""MultiPoint""}";"Arrêt: Gojousse
119";Gojousse;119;;;;;;;;;;
6;;43.57370828201675, 1.4836788417205333;"{""coordinates"": [[1.483678841720533, 43.57370828201675]], ""type"": ""MultiPoint""}";"Arrêt: Gonin
23 L08 SC08 SC09";Gonin;23 L08 SC08 SC09;;;;;;;;;;
2;;43.533542032525794, 1.3592900727219845;"{""coordinates"": [[1.359290072721985, 43.533542032525794]], ""type"": ""MultiPoint""}";"Arrêt: Goubard
58 85";Goubard;58 85;;;;;;;;;;
2;;43.65845208258544, 1.4843346775841317;"{""coordinates"": [[1.484334677584132, 43.65845208258544]], ""type"": ""MultiPoint""}";"Arrêt: Grive
43 73 76";Grive;43 73 76;;;;;;;;;;
2;;43.6163310851222, 1.4732147751313833;"{""coordinates"": [[1.473214775131383, 43.6163310851222]], ""type"": ""MultiPoint""}";"Arrêt: Guillaumet
19";Guillaumet;19;;;;;;;;;;
9;;43.63117679906262, 1.3911363604436415;"{""coordinates"": [[1.391136360443642, 43.63117679906262]], ""type"": ""MultiPoint""}";"Arrêt: Guyenne-Berry
31";Guyenne-Berry;31;;;;;;;;;;
2;;43.59165860027586, 1.489753230581842;"{""coordinates"": [[1.489753230581842, 43.59165860027586]], ""type"": ""MultiPoint""}";"Arrêt: Gymnase de l'Hers
L01";Gymnase de l'Hers;L01;;;;;;;;;;
2;;43.57363483331987, 1.4648579204837324;"{""coordinates"": [[1.464857920483732, 43.57363483331987]], ""type"": ""MultiPoint""}";"Arrêt: INSA
23 80";INSA;23 80;;;;;;;;;;
2;;43.62507695260643, 1.4416506784634497;"{""coordinates"": [[1.44165067846345, 43.62507695260643]], ""type"": ""MultiPoint""}";"Arrêt: Impasse Curie
41";Impasse Curie;41;;;;;;;;;;
15;;43.49481510693336, 1.4348692136331782;"{""coordinates"": [[1.434869213633178, 43.49481510693336]], ""type"": ""MultiPoint""}";"Arrêt: Isard
119";Isard;119;;;;;;;;;;
6;;43.65066437990026, 1.448119719097611;"{""coordinates"": [[1.448119719097611, 43.65066437990026]], ""type"": ""MultiPoint""}";"Arrêt: Jardin Maria Combes
26 SC33 SC34";Jardin Maria Combes;26 SC33 SC34;;;;;;;;;;
2;;43.59479872947245, 1.4495313698078147;"{""coordinates"": [[1.449531369807815, 43.59479872947245]], ""type"": ""MultiPoint""}";"Arrêt: Jardin Royal
44 66";Jardin Royal;44 66;;;;;;;;;;
3;;43.60301648407056, 1.5040333209909404;"{""coordinates"": [[1.50403332099094, 43.60301648407056]], ""type"": ""MultiPoint""}";"Arrêt: Jasmin
106 72";Jasmin;106 72;;;;;;;;;;
2;;43.57656792361685, 1.3181579846473224;"{""coordinates"": [[1.318157984647322, 43.57656792361685]], ""type"": ""MultiPoint""}";"Arrêt: Jean Gay
48 63 L03";Jean Gay;48 63 L03;;;;;;;;;;
9;;43.52092208129144, 1.5107661837838111;"{""coordinates"": [[1.510766183783811, 43.52092208129144]], ""type"": ""MultiPoint""}";"Arrêt: Jean Moulin
109";Jean Moulin;109;;;;;;;;;;
3;;43.61512224439108, 1.4634805560264195;"{""coordinates"": [[1.463480556026419, 43.61512224439108]], ""type"": ""MultiPoint""}";"Arrêt: Jolimont
37 L09 NCMT";Jolimont;37 L09 NCMT;;;;;;;;;;
3;;43.622567780386376, 1.4951908031360592;"{""coordinates"": [[1.495190803136059, 43.622567780386376]], ""type"": ""MultiPoint""}";"Arrêt: José Cabanis
106 72";José Cabanis;106 72;;;;;;;;;;
3;;43.46490592528638, 1.3320948786188422;"{""coordinates"": [[1.332094878618842, 43.46490592528638]], ""type"": ""MultiPoint""}";"Arrêt: Joseph Gasc
301 58";Joseph Gasc;301 58;;;;;;;;;;
3;;43.62486515827895, 1.491621588559199;"{""coordinates"": [[1.491621588559199, 43.62486515827895]], ""type"": ""MultiPoint""}";"Arrêt: Joseph Hubert
106 72";Joseph Hubert;106 72;;;;;;;;;;
